waypoint1	waypoint2	distance_m	duration_s
provenca metro, barcelona	urgell metro, barcelona	2296	806
provenca metro, barcelona	urquinaona metro, barcelona	2323	852
provenca metro, barcelona	valldaura metro, barcelona	6380	1476
provenca metro, barcelona	vall d'hebron metro, barcelona	4319	1142
provenca metro, barcelona	verdaguer metro, barcelona	1319	631
provenca metro, barcelona	verneda metro, barcelona	6755	1598
provenca metro, barcelona	via julia metro, barcelona	7089	1595
provenca metro, barcelona	vilapicina metro, barcelona	6522	1372
provenca metro, barcelona	virrei amat metro, barcelona	5955	1332
provenca metro, barcelona	zona universitaria metro, barcelona	4453	1704
pubilla cases metro, barcelona	rambla just oliveres metro, barcelona	2290	722
pubilla cases metro, barcelona	reina elisenda metro, barcelona	6048	2173
pubilla cases metro, barcelona	rocafort metro, barcelona	4217	1046
pubilla cases metro, barcelona	roquetes metro, barcelona	13525	2499
pubilla cases metro, barcelona	sagrada familia metro, barcelona	7224	1328
pubilla cases metro, barcelona	sant andreu metro, barcelona	10317	1983
pubilla cases metro, barcelona	sant antoni metro, barcelona	10517	2040
pubilla cases metro, barcelona	sant boi metro, barcelona	8179	1540
pubilla cases metro, barcelona	sant gervasi metro, barcelona	6913	1548
pubilla cases metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	2338	510
pubilla cases metro, barcelona	sant josep metro, barcelona	2341	741
pubilla cases metro, barcelona	sant marti metro, barcelona	10271	1977
pubilla cases metro, barcelona	sant roc metro, barcelona	13758	2609
pubilla cases metro, barcelona	santa coloma metro, barcelona	14209	2590
pubilla cases metro, barcelona	santa eulalia metro, barcelona	3807	965
pubilla cases metro, barcelona	santa rosa metro, barcelona	14206	2569
pubilla cases metro, barcelona	sants estacio metro, barcelona	3270	784
pubilla cases metro, barcelona	sarria metro, barcelona	8853	1788
pubilla cases metro, barcelona	selva de mar metro, barcelona	13784	2580
pubilla cases metro, barcelona	singuerlin metro, barcelona	16448	2923
pubilla cases metro, barcelona	tarragona metro, barcelona	3727	1142
pubilla cases metro, barcelona	tetuan metro, barcelona	8451	1705
pubilla cases metro, barcelona	torras i bages metro, barcelona	12338	2384
pubilla cases metro, barcelona	torrassa metro, barcelona	1642	518
pubilla cases metro, barcelona	torre baro metro, barcelona	15047	2262
pubilla cases metro, barcelona	trinitat nova metro, barcelona	12963	2450
pubilla cases metro, barcelona	trinitat vella metro, barcelona	12936	2378
pubilla cases metro, barcelona	universitat metro, barcelona	5369	1305
pubilla cases metro, barcelona	urgell metro, barcelona	4729	1138
pubilla cases metro, barcelona	urquinaona metro, barcelona	6322	1464
pubilla cases metro, barcelona	valldaura metro, barcelona	11425	2108
pubilla cases metro, barcelona	vall d'hebron metro, barcelona	9364	1774
pubilla cases metro, barcelona	verdaguer metro, barcelona	6353	1249
pubilla cases metro, barcelona	verneda metro, barcelona	11789	2216
pubilla cases metro, barcelona	via julia metro, barcelona	12123	2213
pubilla cases metro, barcelona	vilapicina metro, barcelona	11557	1990
pubilla cases metro, barcelona	virrei amat metro, barcelona	10990	1950
pubilla cases metro, barcelona	zona universitaria metro, barcelona	2230	861
rambla just oliveres metro, barcelona	reina elisenda metro, barcelona	6953	2283
rambla just oliveres metro, barcelona	rocafort metro, barcelona	5804	1167
rambla just oliveres metro, barcelona	roquetes metro, barcelona	16473	2669
rambla just oliveres metro, barcelona	sagrada familia metro, barcelona	8627	1439
rambla just oliveres metro, barcelona	sant andreu metro, barcelona	12588	1526
rambla just oliveres metro, barcelona	sant antoni metro, barcelona	6863	1672
rambla just oliveres metro, barcelona	sant boi metro, barcelona	5983	1001
rambla just oliveres metro, barcelona	sant gervasi metro, barcelona	9601	1544
rambla just oliveres metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	2054	861
rambla just oliveres metro, barcelona	sant josep metro, barcelona	1478	758
rambla just oliveres metro, barcelona	sant marti metro, barcelona	12310	2487
rambla just oliveres metro, barcelona	sant roc metro, barcelona	15796	3119
rambla just oliveres metro, barcelona	santa coloma metro, barcelona	16851	2954
rambla just oliveres metro, barcelona	santa eulalia metro, barcelona	3127	694
rambla just oliveres metro, barcelona	santa rosa metro, barcelona	16370	2297
rambla just oliveres metro, barcelona	sants estacio metro, barcelona	4617	657
rambla just oliveres metro, barcelona	sarria metro, barcelona	11537	1964
rambla just oliveres metro, barcelona	selva de mar metro, barcelona	13237	2288
rambla just oliveres metro, barcelona	singuerlin metro, barcelona	18612	2651
rambla just oliveres metro, barcelona	tarragona metro, barcelona	4967	910
rambla just oliveres metro, barcelona	tetuan metro, barcelona	8726	1468
rambla just oliveres metro, barcelona	torras i bages metro, barcelona	14980	2748
rambla just oliveres metro, barcelona	torrassa metro, barcelona	2143	589
rambla just oliveres metro, barcelona	torre baro metro, barcelona	16201	1850
rambla just oliveres metro, barcelona	trinitat nova metro, barcelona	15292	2618
rambla just oliveres metro, barcelona	trinitat vella metro, barcelona	15578	2742
rambla just oliveres metro, barcelona	universitat metro, barcelona	6956	1426
rambla just oliveres metro, barcelona	urgell metro, barcelona	6316	1259
rambla just oliveres metro, barcelona	urquinaona metro, barcelona	7909	1585
rambla just oliveres metro, barcelona	valldaura metro, barcelona	14373	2278
rambla just oliveres metro, barcelona	vall d'hebron metro, barcelona	12312	1944
rambla just oliveres metro, barcelona	verdaguer metro, barcelona	7756	1360
rambla just oliveres metro, barcelona	verneda metro, barcelona	13827	2726
rambla just oliveres metro, barcelona	via julia metro, barcelona	14452	2381
rambla just oliveres metro, barcelona	vilapicina metro, barcelona	13732	1876
rambla just oliveres metro, barcelona	virrei amat metro, barcelona	13165	1836
rambla just oliveres metro, barcelona	zona universitaria metro, barcelona	4318	1281
reina elisenda metro, barcelona	rocafort metro, barcelona	6869	1618
reina elisenda metro, barcelona	roquetes metro, barcelona	8267	2537
reina elisenda metro, barcelona	sagrada familia metro, barcelona	6119	1419
reina elisenda metro, barcelona	sant andreu metro, barcelona	10963	2248
reina elisenda metro, barcelona	sant antoni metro, barcelona	6264	1643
reina elisenda metro, barcelona	sant boi metro, barcelona	14313	2356
reina elisenda metro, barcelona	sant gervasi metro, barcelona	2610	840
reina elisenda metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	7140	1580
reina elisenda metro, barcelona	sant josep metro, barcelona	6225	1667
reina elisenda metro, barcelona	sant marti metro, barcelona	9166	2068
reina elisenda metro, barcelona	sant roc metro, barcelona	12653	2700
reina elisenda metro, barcelona	santa coloma metro, barcelona	14854	2855
reina elisenda metro, barcelona	santa eulalia metro, barcelona	4757	1963
reina elisenda metro, barcelona	santa rosa metro, barcelona	13100	2660
reina elisenda metro, barcelona	sants estacio metro, barcelona	3400	1439
reina elisenda metro, barcelona	sarria metro, barcelona	678	60
reina elisenda metro, barcelona	selva de mar metro, barcelona	11771	2607
reina elisenda metro, barcelona	singuerlin metro, barcelona	15342	3014
reina elisenda metro, barcelona	tarragona metro, barcelona	3861	1762
reina elisenda metro, barcelona	tetuan metro, barcelona	7301	1773
reina elisenda metro, barcelona	torras i bages metro, barcelona	9353	3285
reina elisenda metro, barcelona	torrassa metro, barcelona	4783	1036
reina elisenda metro, barcelona	torre baro metro, barcelona	14651	2586
reina elisenda metro, barcelona	trinitat nova metro, barcelona	9219	2822
reina elisenda metro, barcelona	trinitat vella metro, barcelona	13581	2643
reina elisenda metro, barcelona	universitat metro, barcelona	5741	1248
reina elisenda metro, barcelona	urgell metro, barcelona	6358	1526
reina elisenda metro, barcelona	urquinaona metro, barcelona	5913	1486
reina elisenda metro, barcelona	valldaura metro, barcelona	6425	2431
reina elisenda metro, barcelona	vall d'hebron metro, barcelona	4171	1824
reina elisenda metro, barcelona	verdaguer metro, barcelona	5248	1340
reina elisenda metro, barcelona	verneda metro, barcelona	10684	2307
reina elisenda metro, barcelona	via julia metro, barcelona	8755	2767
reina elisenda metro, barcelona	vilapicina metro, barcelona	7090	2280
reina elisenda metro, barcelona	virrei amat metro, barcelona	9884	2041
reina elisenda metro, barcelona	zona universitaria metro, barcelona	2542	904
rocafort metro, barcelona	roquetes metro, barcelona	11089	2222
rocafort metro, barcelona	sagrada familia metro, barcelona	4120	1161
rocafort metro, barcelona	sant andreu metro, barcelona	7155	1385
rocafort metro, barcelona	sant antoni metro, barcelona	1058	710
rocafort metro, barcelona	sant boi metro, barcelona	11340	1721
rocafort metro, barcelona	sant gervasi metro, barcelona	4210	1198
rocafort metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	6555	1411
rocafort metro, barcelona	sant josep metro, barcelona	5455	1166
rocafort metro, barcelona	sant marti metro, barcelona	6505	1525
rocafort metro, barcelona	sant roc metro, barcelona	9991	2157
rocafort metro, barcelona	santa coloma metro, barcelona	11046	1992
rocafort metro, barcelona	santa eulalia metro, barcelona	2677	678
rocafort metro, barcelona	santa rosa metro, barcelona	11286	2221
rocafort metro, barcelona	sants estacio metro, barcelona	1630	779
rocafort metro, barcelona	sarria metro, barcelona	6191	1438
rocafort metro, barcelona	selva de mar metro, barcelona	7665	1711
rocafort metro, barcelona	singuerlin metro, barcelona	13368	2602
rocafort metro, barcelona	tarragona metro, barcelona	1021	632
rocafort metro, barcelona	tetuan metro, barcelona	2692	882
rocafort metro, barcelona	torras i bages metro, barcelona	9176	1786
rocafort metro, barcelona	torrassa metro, barcelona	3751	871
rocafort metro, barcelona	torre baro metro, barcelona	10893	1787
rocafort metro, barcelona	trinitat nova metro, barcelona	10886	2241
rocafort metro, barcelona	trinitat vella metro, barcelona	9773	1780
rocafort metro, barcelona	universitat metro, barcelona	1151	464
rocafort metro, barcelona	urgell metro, barcelona	511	297
rocafort metro, barcelona	urquinaona metro, barcelona	2104	623
rocafort metro, barcelona	valldaura metro, barcelona	8989	1831
rocafort metro, barcelona	vall d'hebron metro, barcelona	6928	1497
rocafort metro, barcelona	verdaguer metro, barcelona	4388	1237
rocafort metro, barcelona	verneda metro, barcelona	8022	1764
rocafort metro, barcelona	via julia metro, barcelona	10047	2004
rocafort metro, barcelona	vilapicina metro, barcelona	8639	1832
rocafort metro, barcelona	virrei amat metro, barcelona	8072	1792
rocafort metro, barcelona	zona universitaria metro, barcelona	5119	1314
roquetes metro, barcelona	sagrada familia metro, barcelona	10113	2012
roquetes metro, barcelona	sant andreu metro, barcelona	3633	1206
roquetes metro, barcelona	sant antoni metro, barcelona	12201	2353
roquetes metro, barcelona	sant boi metro, barcelona	23473	3789
roquetes metro, barcelona	sant gervasi metro, barcelona	7751	1856
roquetes metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	15863	2866
roquetes metro, barcelona	sant josep metro, barcelona	17588	3234
roquetes metro, barcelona	sant marti metro, barcelona	6219	2502
roquetes metro, barcelona	sant roc metro, barcelona	7926	2448
roquetes metro, barcelona	santa coloma metro, barcelona	3699	1777
roquetes metro, barcelona	santa eulalia metro, barcelona	13766	2697
roquetes metro, barcelona	santa rosa metro, barcelona	6386	1938
roquetes metro, barcelona	sants estacio metro, barcelona	14042	2547
roquetes metro, barcelona	sarria metro, barcelona	10079	2287
roquetes metro, barcelona	selva de mar metro, barcelona	14466	2833
roquetes metro, barcelona	singuerlin metro, barcelona	8628	2292
roquetes metro, barcelona	tarragona metro, barcelona	13465	2422
roquetes metro, barcelona	tetuan metro, barcelona	9870	2099
roquetes metro, barcelona	torras i bages metro, barcelona	2103	1258
roquetes metro, barcelona	torrassa metro, barcelona	14840	2890
roquetes metro, barcelona	torre baro metro, barcelona	2057	1067
roquetes metro, barcelona	trinitat nova metro, barcelona	1039	331
roquetes metro, barcelona	trinitat vella metro, barcelona	2378	1057
roquetes metro, barcelona	universitat metro, barcelona	10036	2197
roquetes metro, barcelona	urgell metro, barcelona	10578	2132
roquetes metro, barcelona	urquinaona metro, barcelona	10082	2075
roquetes metro, barcelona	valldaura metro, barcelona	2100	538
roquetes metro, barcelona	vall d'hebron metro, barcelona	4161	872
roquetes metro, barcelona	verdaguer metro, barcelona	7147	1699
roquetes metro, barcelona	verneda metro, barcelona	5976	1956
roquetes metro, barcelona	via julia metro, barcelona	732	541
roquetes metro, barcelona	vilapicina metro, barcelona	3470	1308
roquetes metro, barcelona	virrei amat metro, barcelona	2500	991
roquetes metro, barcelona	zona universitaria metro, barcelona	17067	3017
sagrada familia metro, barcelona	sant andreu metro, barcelona	3946	1115
sagrada familia metro, barcelona	sant antoni metro, barcelona	3493	818
sagrada familia metro, barcelona	sant boi metro, barcelona	15171	2762
sagrada familia metro, barcelona	sant gervasi metro, barcelona	3556	1000
sagrada familia metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	9563	1694
sagrada familia metro, barcelona	sant josep metro, barcelona	9286	2207
sagrada familia metro, barcelona	sant marti metro, barcelona	3247	755
sagrada familia metro, barcelona	sant roc metro, barcelona	6734	1387
sagrada familia metro, barcelona	santa coloma metro, barcelona	7838	1722
sagrada familia metro, barcelona	santa eulalia metro, barcelona	6189	1401
sagrada familia metro, barcelona	santa rosa metro, barcelona	7519	1577
sagrada familia metro, barcelona	sants estacio metro, barcelona	4342	1004
sagrada familia metro, barcelona	sarria metro, barcelona	5441	1300
sagrada familia metro, barcelona	selva de mar metro, barcelona	6788	1597
sagrada familia metro, barcelona	singuerlin metro, barcelona	9761	1931
sagrada familia metro, barcelona	tarragona metro, barcelona	4799	1362
